FID	SHAPE	TBBH	DLMC	TBMJ	Shape_Leng	Shape_Area
46	POLYGON ((11137026.0269 2711354.917,11137040.598 2711352.94,11137036.1611 2711335.836,11137032.7872 2711330.2118,11137030.2865 2711326.9171,11137029.4199 2711323.1512,11137029.7839 2711317.8862,11137032.1833 2711313.5883,11137037.015 2711312.6531,11137040.2717 2711314.1729,11137040.9369 2711317.3906,11137042.0007 2711322.6622,11137042.1824 2711327.5193,11137044.4757 2711331.5654,11137049.4889 2711335.5557,11137054.7217 2711336.1271,11137059.006 2711335.9417,11137063.563 2711335.6208,11137065.3292 2711335.9709,11137067.6293 2711338.5123,11137069.4519 2711341.3934,11137071.7339 2711349.0699,11137075.2507 2711348.9953,11137107.1009 2711347.1345,11137111.2016 2711346.6875,11137110.0758 2711329.6298,11137101.6667 2711315.5266,11137090.4981 2711302.4762,11137095.6263 2711292.9103,11137109.2016 2711289.1364,11137128.2667 2711289.2245,11137133.7564 2711293.0865,11137133.7155 2711302.0358,11137133.6425 2711318.0181,11137129.7713 2711330.7863,11137129.8727 2711343.2534,11137145.429 2711338.6347,11137167.2507 2711333.8878,11137180.6957 2711329.3331,11137193.5421 2711324.1909,11137203.8032 2711319.3981,11137204.4048 2711319.3293,11137207.194 2711319.0076,11137199.2807 2711312.1719,11137192.4617 2711309.0625,11137170.0968 2711300.6147,11137140.5748 2711288.6455,11137129.7171 2711284.0468,11137125.5832 2711281.0524,11137121.8959 2711277.0683,11137119.2326 2711272.1656,11137119.6968 2711267.2773,11137123.533 2711231.2494,11137129.7336 2711213.4263,11137139.1981 2711195.5499,11137145.5088 2711190.8597,11137148.6799 2711188.7882,11137150.3924 2711185.9918,11137150.7797 2711183.0867,11137149.9778 2711180.0051,11137147.4783 2711176.4711,11137143.1049 2711173.8176,11137123.6562 2711164.4823,11137123.9453 2711170.9643,11137123.1898 2711187.513,11137119.8801 2711197.6205,11137111.2783 2711205.2413,11137095.7502 2711210.9149,11137083.2281 2711213.4561,11137074.8989 2711220.9413,11137067.9188 2711230.7593,11137061.1117 2711232.5062,11137052.8231 2711231.0999,11137047.9931 2711229.0919,11137047.0912 2711228.3824,11137045.839 2711219.9423,11137046.3111 2711215.6857,11137038.6107 2711201.3496,11137023.1031 2711194.4018,11137002.6529 2711179.4307,11136973.336 2711163.1169,11136965.9914 2711152.2975,11136966.0407 2711141.5123,11136971.7727 2711131.663,11136975.9835 2711122.4659,11136983.6668 2711116.6001,11136984.7425 2711115.779,11137002.3452 2711130.5712,11137015.5525 2711153.8104,11137024.9739 2711178.1479,11137051.7725 2711200.8601,11137077.6036 2711203.7497,11137097.7355 2711202.1382,11137101.1352 2711200.0229,11137102.8559 2711194.2769,11137100.5582 2711187.0215,11137086.5836 2711185.6777,11137060.9932 2711176.6099,11137057.0215 2711164.871,11137060.4756 2711150.6091,11137059.4496 2711143.3585,11137056.6728 2711141.6827,11137050.3878 2711133.088,11137049.8744 2711130.8285,11137049.4027 2711116.8883,11137052.2635 2711103.9039,11137052.3211 2711102.9199,11137054.9694 2711095.51,11137050.0991 2711092.587,11137054.6458 2711085.6614,11137055.043 2711078.7167,11137060.7556 2711070.995,11137056.5636 2711065.6321,11137057.7662 2711056.5537,11137051.5494 2711043.9677,11137042.8703 2711047.1337,11137039.6711 2711042.5769,11137026.644 2711038.2418,11137017.7825 2711030.1856,11137011.8812 2711021.3415,11137011.5707 2711009.3172,11137015.8226 2711001.5888,11137006.4504 2710996.4691,11137010.7694 2710988.4738,11137024.7246 2710993.3475,11137034.9508 2711000.3414,11137038.3145 2710997.9524,11137044.0148 2711000.1161,11137052.0493 2711000.1533,11137059.9987 2710996.7168,11137057.5269 2710992.6977,11137059.8233 2710984.4259,11137056.9897 2710979.6037,11137061.7397 2710971.8776,11137064.5383 2710969.486,11137058.5164 2710957.9696,11137057.8451 2710952.3559,11137053.067 2710951.7994,11137049.633 2710940.2951,11137026.7451 2710950.609,11137014.6477 2710939.0645,11137005.9261 2710936.8868,11136994.5781 2710935.7185,11136995.5442 2710944.2149,11136978.5643 2710965.165,11136964.0081 2710983.7004,11136963.5805 2710989.1574,11136963.5462 2710996.6381,11136952.8673 2711002.4526,11136937.2376 2711000.6554,11136936.4137 2710999.6224,11136936.0126 2710990.4725,11136938.4751 2710987.235,11136937.5772 2710979.3717,11136925.262 2710973.4111,11136920.5879 2710962.6726,11136918.7377 2710949.8247,11136905.0192 2710938.7407,11136894.3635 2710939.5004,11136892.6949 2710952.6355,11136892.9573 2710961.2301,11136888.3997 2710968.8929,11136885.3417 2710978.2811,11136890.9307 2710986.9004,11136897.5128 2710997.8487,11136908.9577 2711000.6323,11136917.6864 2711003.8062,11136921.8789 2711010.91,11136909.7997 2711030.423,11136901.439 2711039.682,11136892.183 2711042.6143,11136888.7024 2711035.7179,11136888.7859 2711017.4948,11136875.2307 2710990.4687,11136870.4673 2710981.149,11136869.0225 2710973.7041,11136872.0431 2710959.9576,11136876.5765 2710938.7799,11136880.6864 2710927.9592,11136873.819 2710931.733,11136859.6713 2710932.7361,11136849.4905 2710915.857,11136848.6725 2710904.726,11136820.7735 2710901.3382,11136814.1927 2710900.5393,11136773.9813 2710891.3244,11136773.4927 2710895.4665,11136776.4731 2710918.9916,11136772.3649 2710931.5297,11136769.7723 2710932.3192,11136769.4773 2710938.73,11136765.4351 2710944.0547,11136758.3349 2710943.2203,11136750.4576 2710945.0539,11136748.6981 2710952.5266,11136721.5661 2710947.0572,11136724.5587 2710974.8572,11136727.6173 2710988.4973,11136735.3312 2711000.2888,11136742.7396 2710999.2545,11136737.4831 2711023.543,11136725.4716 2711043.7925,11136712.4665 2711041.8619,11136703.801 2711041.8217,11136691.8836 2711010.7644,11136677.6268 2711007.9677,11136657.5549 2711005.8054,11136644.8781 2711026.319,11136641.8672 2711046.7086,11136653.7887 2711041.7026,11136664.8672 2711039.1262,11136677.9215 2711047.449,11136684.4259 2711060.0535,11136684.7144 2711060.6127,11136691.8851 2711074.7785,11136696.7544 2711081.161,11136702.064 2711088.1216,11136708.6924 2711106.5886,11136710.9949 2711119.0112,11136720.7484 2711168.3409,11136748.8591 2711201.8547,11136758.3957 2711200.9895,11136784.5836 2711193.0113,11136794.6461 2711184.0488,11136798.8114 2711178.0833,11136805.7691 2711145.1128,11136814.9718 2711123.6937,11136823.1284 2711109.8224,11136833.1925 2711099.0976,11136843.3414 2711092.8125,11136846.788 2711090.6772,11136857.4673 2711092.4452,11136864.8167 2711097.5578,11136871.8127 2711110.2447,11136883.8853 2711121.878,11136894.5622 2711127.8737,11136907.5117 2711140.5637,11136918.0004 2711166.1106,11136927.2743 2711177.3889,11136930.5953 2711186.1976,11136929.1862 2711198.3498,11136930.5771 2711213.145,11136939.8387 2711240.8067,11136950.3096 2711250.0653,11136960.3332 2711259.556,11136970.355 2711272.4772,11136973.7722 2711275.3753,11136977.8346 2711274.008,11136988.4533 2711271.3896,11136994.371 2711270.8699,11136999.8046 2711272.1262,11137002.1072 2711274.1204,11137006.7582 2711282.9652,11137007.5444 2711289.4666,11137005.7117 2711296.2295,11136996.9 2711312.57,11136994.9854 2711314.9209,11136995.0691 2711318.9225,11136996.7578 2711321.3585,11136998.8194 2711324.0013,11136999.3505 2711326.8081,11136998.7946 2711329.4389,11136994.6555 2711335.0283,11136990.6536 2711340.3448,11136987.4893 2711348.367,11136986.8272 2711351.8864,11136986.9212 2711353.631,11136989.298 2711362.4055,11136990.9462 2711361.8531,11137010.2362 2711356.8927,11137020.7117 2711355.6384,11137026.0269 2711354.917))	655	林地	24834.58	3256.73526089	96435.133265
47	POLYGON ((11136772.9155 2711354.2774,11136766.6235 2711346.2916,11136768.0283 2711328.3885,11136760.7031 2711335.8142,11136744.3046 2711344.2921,11136738.458 2711349.4717,11136738.4375 2711353.9346,11136739.7791 2711363.7036,11136747.8839 2711369.9708,11136756.1979 2711370.9391,11136760.366 2711369.0059,11136766.0266 2711364.1044,11136768.4433 2711361.1403,11136772.9155 2711354.2774))	693	旱地	751.43	121.86428555	853.140916806
48	POLYGON ((11136971.5088 2711368.3635,11136966.6216 2711361.9157,11136962.8977 2711358.4786,11136957.4625 2711357.5643,11136951.2074 2711357.5353,11136945.9705 2711357.853,11136942.1605 2711358.3826,11136935.0114 2711360.5382,11136930.6509 2711362.5015,11136927.9156 2711365.9088,11136925.5833 2711370.4122,11136925.2318 2711375.9551,11136930.9236 2711375.8169,11136937.1838 2711375.6653,11136948.04 2711373.8699,11136962.0562 2711370.8216,11136968.0827 2711369.5104,11136971.5088 2711368.3635))	695	旱地	524.72	108.345736246	595.742716065
49	POLYGON ((11137906.7891 2711380.2917,11137928.109 2711369.2629,11137936.8978 2711364.6328,11137945.923 2711354.9477,11137959.4256 2711340.4568,11137962.6059 2711337.044,11137979.7217 2711315.952,11137993.0832 2711303.9762,11137998.2583 2711300.16,11138003.7352 2711298.2132,11138009.5121 2711298.0323,11138005.3831 2711295.1098,11137996.4513 2711294.0151,11137994.6239 2711293.3335,11137988.5429 2711276.172,11137980.7084 2711248.7995,11137979.8313 2711243.08,11137986.4665 2711238.9317,11137994.8608 2711236.0076,11138015.2986 2711238.4031,11138030.3201 2711241.8158,11138033.9045 2711246.5153,11138035.6609 2711252.0999,11138035.7086 2711253.3088,11138051.9688 2711256.9431,11138064.692 2711257.1541,11138104.6222 2711256.9732,11138107.666 2711258.6094,11138113.2132 2711262.0173,11138141.7199 2711239.9075,11138154.0394 2711236.1014,11138159.4548 2711235.5341,11138159.8732 2711231.8041,11138160.2453 2711228.4543,11138159.6073 2711224.8006,11138156.9429 2711221.9756,11138153.3182 2711221.0015,11138147.3698 2711220.7948,11138125.6167 2711229.2537,11138111.0699 2711236.0099,11138101.0071 2711237.8791,11138087.3226 2711238.1158,11138068.911 2711231.2089,11138065.5865 2711229.6377,11138062.3174 2711228.9644,11138058.8677 2711228.7691,11138054.1089 2711228.6276,11138051.1378 2711227.836,11138047.6976 2711225.5461,11138037.3371 2711214.3071,11138031.9988 2711210.7517,11138022.4306 2711208.4936,11137997.1071 2711203.949,11137970.3502 2711200.6546,11137966.4238 2711200.6366,11137949.113 2711200.2582,11137944.7071 2711201.016,11137942.0205 2711203.0984,11137937.7222 2711206.3704,11137931.8825 2711208.4383,11137924.2097 2711208.0441,11137909.2892 2711205.8127,11137902.5877 2711213.8102,11137893.3893 2711235.014,11137891.7665 2711238.6573,11137891.3243 2711244.3409,11137891.3034 2711248.9491,11137890.4505 2711253.3739,11137889.6592 2711257.3203,11137889.4629 2711261.2693,11137888.0615 2711268.5644,11137885.5859 2711289.7393,11137882.8321 2711306.6637,11137882.949 2711308.0642,11137883.2837 2711312.0521,11137883.2758 2711313.7877,11137885.2847 2711316.8491,11137886.4102 2711317.9315,11137890.0314 2711319.6837,11137892.52 2711321.9095,11137897.1524 2711336.833,11137897.7646 2711346.1721,11137897.2686 2711350.5986,11137896.9554 2711354.0684,11137897.2342 2711358.1992,11137897.9903 2711362.0329,11137899.699 2711365.6915,11137901.762 2711369.9502,11137902.6938 2711374.3833,11137905.7722 2711380.8182,11137906.7891 2711380.2917),(11137953.4886 2711270.093,11137955.1112 2711273.2938,11137955.7846 2711278.7409,11137957.6096 2711283.2346,11137961.5317 2711287.7305,11137966.5375 2711292.2271,11137969.5792 2711298.5603,11137967.2697 2711312.3811,11137962.0547 2711318.9127,11137952.9154 2711325.171,11137950.546 2711325.7148,11137944.4578 2711320.4684,11137940.9417 2711314.7475,11137936.4114 2711308.9567,11137929.3068 2711306.231,11137928.3608 2711304.459,11137932.3603 2711291.8665,11137939.4748 2711278.5262,11137947.9397 2711268.4549,11137950.9859 2711267.9131,11137953.4886 2711270.093))	634	旱地	5177.5	1017.78761775	17322.8599983
50	POLYGON ((11136925.2318 2711375.9551,11136925.5833 2711370.4122,11136927.9156 2711365.9088,11136930.6509 2711362.5015,11136935.0114 2711360.5382,11136942.1605 2711358.3826,11136945.9705 2711357.853,11136951.2074 2711357.5353,11136957.4625 2711357.5643,11136962.8977 2711358.4786,11136966.6216 2711361.9157,11136971.5088 2711368.3635,11136989.298 2711362.4055,11136986.9212 2711353.631,11136986.8272 2711351.8864,11136987.4893 2711348.367,11136990.6536 2711340.3448,11136994.6555 2711335.0283,11136998.7946 2711329.4389,11136999.3505 2711326.8081,11136998.8194 2711324.0013,11136996.7578 2711321.3585,11136995.0691 2711318.9225,11136956.4245 2711316.7312,11136942.597 2711309.6767,11136923.5122 2711310.1932,11136910.5507 2711315.8551,11136869.7515 2711318.5686,11136841.0422 2711310.3432,11136805.6374 2711290.4131,11136797.6454 2711272.7454,11136792.935 2711266.2247,11136785.7279 2711258.3394,11136773.9621 2711259.9563,11136769.7912 2711274.7793,11136768.3955 2711287.6871,11136769.7715 2711306.1759,11136768.0283 2711328.3885,11136766.6235 2711346.2916,11136772.9155 2711354.2774,11136774.6667 2711356.4999,11136784.2897 2711362.0656,11136796.1633 2711363.5987,11136805.6285 2711361.8942,11136808.6167 2711361.9412,11136815.6231 2711358.9428,11136823.8588 2711349.8605,11136826.6935 2711346.3213,11136831.6104 2711343.7353,11136839.2694 2711344.1321,11136843.6037 2711347.2002,11136846.1852 2711350.4557,11136846.8259 2711352.9905,11136848.6379 2711356.5694,11136851.5258 2711362.2727,11136853.9517 2711364.0227,11136856.1987 2711365.6427,11136863.2076 2711370.1894,11136868.1642 2711372.6085,11136874.9941 2711377.7465,11136891.8259 2711376.2567,11136901.0775 2711375.9319,11136916.5118 2711376.1669,11136925.2318 2711375.9551))	695	旱地	524.72	651.846578512	13134.7959844
51	POLYGON ((11137066.7381 2711349.1761,11137062.6741 2711349.2631,11137048.7775 2711351.7264,11137046.2544 2711352.1732,11137042.2627 2711352.7147,11137052.075 2711367.1034,11137068.1051 2711378.5209,11137077.5164 2711382.0976,11137081.9664 2711379.1429,11137086.2494 2711372.2823,11137087.3925 2711364.8493,11137080.5708 2711360.9126,11137076.5084 2711359.9641,11137074.6718 2711357.3522,11137066.7381 2711349.1761))	696	旱地	726.92	119.516464459	825.31887823
52	POLYGON ((11136624.2475 2711300.9953,11136622.5512 2711303.003,11136619.6663 2711303.1211,11136616.1678 2711301.9901,11136606.0714 2711298.1781,11136597.072 2711294.2525,11136594.0452 2711294.9737,11136591.1492 2711296.107,11136581.3422 2711305.6307,11136579.0633 2711306.116,11136557.4806 2711308.5442,11136551.7539 2711313.7328,11136549.262 2711314.5559,11136540.6676 2711311.966,11136539.4591 2711315.7863,11136538.8277 2711320.0241,11136539.8798 2711327.7921,11136540.8407 2711333.2342,11136539.8364 2711337.2308,11136533.6844 2711344.3498,11136530.3963 2711349.6695,11136528.6032 2711355.1672,11136529.4552 2711362.1136,11136531.3955 2711372.8803,11136535.6264 2711379.0195,11136547.0381 2711380.9429,11136568.7946 2711378.6395,11136580.678 2711378.9619,11136585.84 2711375.5126,11136592.208 2711376.8781,11136600.3903 2711373.4428,11136613.553 2711370.0307,11136613.0554 2711348.3868,11136610.8387 2711332.0786,11136623.6566 2711324.39,11136626.1228 2711315.2853,11136626.9038 2711311.3133,11136624.9202 2711305.1055,11136624.2475 2711300.9953))	691	林地	4211.65	323.438204498	5954.42213011
53	POLYGON ((11135983.204 2711364.3695,11135975.3151 2711350.7481,11135961.6474 2711326.9126,11135957.4977 2711321.6575,11135951.2852 2711313.7926,11135945.5263 2711308.4562,11135941.5932 2711304.8127,11135938.2759 2711301.7385,11135927.5963 2711295.4408,11135885.4005 2711281.525,11135880.2479 2711283.6052,11135877.5018 2711284.7155,11135867.4731 2711289.7459,11135865.3927 2711292.0863,11135855.1979 2711300.3905,11135846.1997 2711303.7991,11135843.2609 2711305.9217,11135844.2682 2711308.8772,11135847.2037 2711311.3725,11135855.6479 2711313.7804,11135855.8447 2711313.9587,11135866.3693 2711320.2301,11135869.1282 2711323.2248,11135869.114 2711326.3026,11135867.3636 2711332.6425,11135867.3435 2711336.9708,11135871.8194 2711340.8391,11135885.2726 2711346.9618,11135892.5512 2711346.0095,11135898.4069 2711338.4651,11135903.0012 2711331.4502,11135907.4109 2711325.5427,11135911.727 2711323.3304,11135914.3873 2711326.2872,11135914.9353 2711330.4438,11135914.9318 2711334.8769,11135914.9298 2711338.2925,11135919.2423 2711341.4355,11135928.0516 2711344.8592,11135935.5743 2711352.4364,11135943.2848 2711352.7184,11135947.9689 2711349.0286,11135954.7628 2711348.1093,11135960.0862 2711349.313,11135967.1488 2711357.8146,11135967.3291 2711362.2464,11135965.1224 2711366.8625,11135956.671 2711374.7058,11135954.0079 2711377.8439,11135955.4741 2711381.2621,11135961.256 2711382.5578,11135970.5309 2711378.5935,11135979.7136 2711372.9681,11135982.4979 2711366.1071,11135983.204 2711364.3695))	180	林地	4858.43	431.795539271	5516.03938697
54	POLYGON ((11137899.1476 2711384.2302,11137904.8436 2711381.2981,11137905.7722 2711380.8182,11137902.6938 2711374.3833,11137901.762 2711369.9502,11137899.699 2711365.6915,11137897.9903 2711362.0329,11137897.2342 2711358.1992,11137896.9554 2711354.0684,11137897.2686 2711350.5986,11137897.7646 2711346.1721,11137897.1524 2711336.833,11137892.52 2711321.9095,11137890.0314 2711319.6837,11137886.4102 2711317.9315,11137885.2847 2711316.8491,11137883.2758 2711313.7877,11137883.2837 2711312.0521,11137882.949 2711308.0642,11137873.6533 2711304.9865,11137854.0281 2711301.9148,11137834.4263 2711293.4377,11137816.8475 2711292.4145,11137809.4184 2711292.3911,11137784.9494 2711295.2606,11137769.4249 2711297.5972,11137777.3248 2711304.8398,11137789.7036 2711315.182,11137801.602 2711331.636,11137805.3794 2711340.1625,11137809.4285 2711357.2004,11137810.9393 2711361.4085,11137813.1981 2711367.6986,11137820.8026 2711374.2709,11137831.7026 2711381.7923,11137842.9283 2711385.891,11137866.8352 2711391.5013,11137876.1192 2711391.5438,11137890.0579 2711388.9092,11137899.1476 2711384.2302))	671	旱地	1134.04	382.204409038	8266.77299394
55	POLYGON ((11137810.9393 2711361.4085,11137809.4285 2711357.2004,11137805.3794 2711340.1625,11137801.602 2711331.636,11137789.7036 2711315.182,11137777.3248 2711304.8398,11137769.4249 2711297.5972,11137767.5459 2711295.8755,11137766.4424 2711294.8637,11137750.2197 2711288.3353,11137731.9155 2711281.669,11137721.0737 2711277.7206,11137708.5982 2711276.3136,11137703.5673 2711276.4326,11137691.4517 2711276.72,11137690.0937 2711283.8047,11137688.9985 2711295.733,11137689.8666 2711299.455,11137694.1037 2711308.9797,11137694.9736 2711310.1838,11137704.5462 2711311.9409,11137707.6995 2711314.2403,11137709.9811 2711319.7152,11137709.9793 2711324.0926,11137705.95 2711330.1102,11137701.0514 2711333.3901,11137690.7147 2711335.9012,11137681.7921 2711336.7707,11137670.4979 2711336.0648,11137669.8204 2711345.3617,11137636.4636 2711341.8965,11137636.6928 2711353.1736,11137637.9529 2711371.1799,11137653.4106 2711370.2281,11137694.8572 2711377.9871,11137758.236 2711391.7781,11137783.6502 2711392.5092,11137802.0098 2711379.5016,11137810.9393 2711361.4085))	670	林地	18723.53	526.448577118	12087.2247344
56	POLYGON ((11136031.5576 2711290.0796,11136031.2646 2711286.1144,11136028.5349 2711282.0854,11136022.2763 2711279.1353,11136014.7596 2711279.2049,11136008.02 2711282.6263,11136002.2685 2711286.5024,11135995.4553 2711294.3362,11135991.4432 2711297.9104,11135987.4331 2711298.9732,11135985.0163 2711293.91,11135983.0122 2711292.3874,11135978.6262 2711291.5845,11135970.7195 2711290.7802,11135965.9916 2711291.0818,11135960.6959 2711292.1813,11135958.085 2711293.7016,11135954.9827 2711296.0201,11135949.6971 2711302.9698,11135945.8705 2711308.0015,11135945.5263 2711308.4562,11135951.2852 2711313.7926,11135957.4977 2711321.6575,11135961.6474 2711326.9126,11135975.3151 2711350.7481,11135983.204 2711364.3695,11135995.7745 2711386.0742,11135999.6477 2711381.5385,11136003.8873 2711376.576,11136004.7421 2711371.1562,11136004.2694 2711369.7519,11136001.2808 2711358.7707,11136001.1602 2711358.1866,11135999.1972 2711353.3158,11135999.1995 2711349.1307,11136001.7739 2711344.2619,11136005.0341 2711334.2174,11136006.6278 2711327.7506,11136007.3227 2711323.3678,11136010.0742 2711305.468,11136012.6837 2711301.7258,11136016.2043 2711299.2137,11136018.4477 2711298.3852,11136026.6826 2711296.4563,11136030.5594 2711292.7339,11136031.5576 2711290.0796))	180	林地	4858.43	317.838695199	3755.94416263
57	POLYGON ((11136826.0662 2711389.3279,11136832.755 2711387.2236,11136833.4532 2711386.9522,11136839.3408 2711384.6646,11136842.3792 2711383.2605,11136853.3191 2711379.6648,11136874.9941 2711377.7465,11136868.1642 2711372.6085,11136863.2076 2711370.1894,11136856.1987 2711365.6427,11136853.9517 2711364.0227,11136851.5258 2711362.2727,11136848.6379 2711356.5694,11136846.8259 2711352.9905,11136846.1852 2711350.4557,11136843.6037 2711347.2002,11136839.2694 2711344.1321,11136831.6104 2711343.7353,11136826.6935 2711346.3213,11136823.8588 2711349.8605,11136815.6231 2711358.9428,11136808.6167 2711361.9412,11136805.6285 2711361.8942,11136796.1633 2711363.5987,11136784.2897 2711362.0656,11136774.6667 2711356.4999,11136772.9155 2711354.2774,11136768.4433 2711361.1403,11136766.0266 2711364.1044,11136760.366 2711369.0059,11136756.1979 2711370.9391,11136747.8839 2711369.9708,11136739.7791 2711363.7036,11136738.4375 2711353.9346,11136738.458 2711349.4717,11136744.3046 2711344.2921,11136760.7031 2711335.8142,11136768.0283 2711328.3885,11136769.7715 2711306.1759,11136768.3955 2711287.6871,11136769.7912 2711274.7793,11136773.9621 2711259.9563,11136785.7279 2711258.3394,11136792.935 2711266.2247,11136797.6454 2711272.7454,11136805.6374 2711290.4131,11136841.0422 2711310.3432,11136869.7515 2711318.5686,11136910.5507 2711315.8551,11136923.5122 2711310.1932,11136942.597 2711309.6767,11136956.4245 2711316.7312,11136995.0691 2711318.9225,11136994.9854 2711314.9209,11136996.9 2711312.57,11137005.7117 2711296.2295,11137007.5444 2711289.4666,11137006.7582 2711282.9652,11137002.1072 2711274.1204,11136999.8046 2711272.1262,11136994.371 2711270.8699,11136988.4533 2711271.3896,11136977.8346 2711274.008,11136973.7722 2711275.3753,11136970.8206 2711276.3694,11136966.1292 2711276.3477,11136958.9232 2711276.1092,11136950.5014 2711274.0866,11136943.6559 2711269.3355,11136936.3518 2711260.8203,11136930.3977 2711254.4318,11136926.8788 2711250.7904,11136908.6962 2711242.2249,11136895.2552 2711237.5457,11136890.4701 2711235.711,11136885.7642 2711231.4486,11136884.3107 2711229.6293,11136883.0736 2711225.1093,11136881.0763 2711230.6745,11136879.0391 2711244.9601,11136877.7373 2711247.1428,11136876.5069 2711248.5735,11136873.2333 2711250.747,11136870.1712 2711251.28,11136866.9102 2711250.7177,11136861.0075 2711247.9544,11136855.2381 2711245.8074,11136842.3333 2711242.8064,11136832.4108 2711241.8712,11136827.0038 2711241.7575,11136826.2194 2711242.7659,11136823.7959 2711244.9092,11136819.6364 2711247.5232,11136810.1807 2711248.5737,11136792.0136 2711251.4647,11136774.5657 2711253.1963,11136771.5024 2711254.0029,11136770.7504 2711254.8885,11136767.1522 2711261.1302,11136763.0815 2711266.6173,11136746.6393 2711278.8526,11136736.5854 2711291.7331,11136730.4938 2711307.9151,11136724.2237 2711333.3642,11136718.0581 2711343.4585,11136709.7438 2711347.6605,11136691.8908 2711347.5808,11136680.5956 2711349.6765,11136676.3194 2711352.245,11136670.9989 2711358.2842,11136666.3385 2711364.475,11136659.6977 2711369.7685,11136645.2423 2711379.8339,11136641.2152 2711382.0648,11136648.3288 2711381.3936,11136671.2414 2711382.2898,11136680.9479 2711383.0895,11136685.48 2711383.3253,11136688.402 2711384.3809,11136691.8913 2711386.371,11136704.9557 2711387.2375,11136712.5633 2711389.3408,11136736.2432 2711395.9507,11136749.3145 2711397.8582,11136757.4267 2711396.9757,11136782.9276 2711398.9376,11136783.8571 2711398.7324,11136792.0533 2711398.0565,11136805.8602 2711394.5436,11136812.814 2711393.4975,11136824.0224 2711389.9714,11136826.0662 2711389.3279))	655	林地	24834.58	1298.40062829	21841.9785839
58	POLYGON ((11136641.2152 2711382.0648,11136645.2423 2711379.8339,11136659.6977 2711369.7685,11136666.3385 2711364.475,11136670.9989 2711358.2842,11136676.3194 2711352.245,11136680.5956 2711349.6765,11136691.8908 2711347.5808,11136709.7438 2711347.6605,11136718.0581 2711343.4585,11136724.2237 2711333.3642,11136730.4938 2711307.9151,11136736.5854 2711291.7331,11136746.6393 2711278.8526,11136763.0815 2711266.6173,11136767.1522 2711261.1302,11136770.7504 2711254.8885,11136771.5024 2711254.0029,11136774.5657 2711253.1963,11136792.0136 2711251.4647,11136810.1807 2711248.5737,11136819.6364 2711247.5232,11136823.7959 2711244.9092,11136826.2194 2711242.7659,11136827.0038 2711241.7575,11136828.6817 2711239.5968,11136829.1344 2711237.2392,11136829.0506 2711233.2718,11136820.9701 2711216.1349,11136818.7227 2711209.5241,11136818.5714 2711205.4538,11136818.6851 2711202.8894,11136824.0385 2711191.9706,11136831.2164 2711176.1015,11136835.4849 2711164.528,11136838.0979 2711151.6344,11136838.2675 2711150.793,11136839.8003 2711127.8871,11136843.3414 2711092.8125,11136833.1925 2711099.0976,11136823.1284 2711109.8224,11136814.9718 2711123.6937,11136805.7691 2711145.1128,11136798.8114 2711178.0833,11136794.6461 2711184.0488,11136784.5836 2711193.0113,11136758.3957 2711200.9895,11136748.8591 2711201.8547,11136720.7484 2711168.3409,11136710.9949 2711119.0112,11136708.6924 2711106.5886,11136702.064 2711088.1216,11136696.7544 2711081.161,11136691.8848 2711097.527,11136690.2749 2711102.9421,11136682.7576 2711120.5408,11136691.8855 2711123.302,11136698.008 2711125.1536,11136696.2417 2711155.6036,11136691.8868 2711156.8209,11136673.6703 2711161.911,11136648.5233 2711172.4812,11136644.2997 2711191.8437,11136641.883 2711214.4549,11136643.2523 2711224.4259,11136644.5448 2711251.123,11136643.9376 2711267.6692,11136637.311 2711285.6099,11136637.2501 2711285.6812,11136632.1531 2711291.6359,11136629.5489 2711294.7188,11136624.2475 2711300.9953,11136624.9202 2711305.1055,11136626.9038 2711311.3133,11136626.1228 2711315.2853,11136623.6566 2711324.39,11136610.8387 2711332.0786,11136613.0554 2711348.3868,11136613.553 2711370.0307,11136600.3903 2711373.4428,11136592.208 2711376.8781,11136585.84 2711375.5126,11136580.678 2711378.9619,11136568.7946 2711378.6395,11136547.0381 2711380.9429,11136535.6264 2711379.0195,11136531.3955 2711372.8803,11136532.1072 2711376.8315,11136534.6723 2711395.6529,11136535.3173 2711412.5054,11136535.4142 2711412.4588,11136538.964 2711410.7611,11136549.6454 2711409.0869,11136556.3346 2711405.9942,11136565.3598 2711399.4646,11136574.7444 2711392.3981,11136581.9302 2711390.1337,11136590.5361 2711389.3124,11136604.0302 2711389.1229,11136619.0711 2711386.4281,11136636.3655 2711382.5232,11136641.2152 2711382.0648))	578	园地	197245.4	1295.82125658	30798.1627774
